date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:53:35	83384/83384	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Nov%202022%2008:53:34%20GMT	https://totalsweet.co.uk/recipes/breakfast/raspberry-jam	/Users/justice/websites/totalsweet/totalsweet.co.uk/recipes/breakfast/raspberry-jam.html	(from https://totalsweet.co.uk/recipes/)
08:53:35	12889/12889	---M--	200	added ('OK')	image/jpeg	etag:%223259-5e19295ff2bd7%22	https://totalsweet.co.uk/admin/resources/recipes/raspberry-jam-w240h240.jpg	/Users/justice/websites/totalsweet/totalsweet.co.uk/admin/resources/recipes/raspberry-jam-w240h240.jpg	(from https://totalsweet.co.uk/recipes/)
08:53:36	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Nov%202022%2008:53:36%20GMT	https://totalsweet.co.uk/recipes/breakfast/vegan-acai-protein-bowl.php	/Users/justice/websites/totalsweet/totalsweet.co.uk/recipes/breakfast/vegan-acai-protein-bowl.php	(from https://totalsweet.co.uk/recipes/)
08:53:38	84516/84516	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Nov%202022%2008:53:37%20GMT	https://totalsweet.co.uk/recipes/breakfast/vegan-acai-protein-bowl	/Users/justice/websites/totalsweet/totalsweet.co.uk/recipes/breakfast/vegan-acai-protein-bowl.html	(from https://totalsweet.co.uk/recipes/)
08:53:38	16348/16348	---M--	200	added ('OK')	image/jpeg	etag:%223fdc-5e1929f00578c%22	https://totalsweet.co.uk/admin/resources/recipes/2022totalsweetyoghurt-bowl1519-w240h240.jpg	/Users/justice/websites/totalsweet/totalsweet.co.uk/admin/resources/recipes/2022totalsweetyoghurt-bowl1519-w240h240.jpg	(from https://totalsweet.co.uk/recipes/)
08:53:39	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Nov%202022%2008:53:39%20GMT	https://totalsweet.co.uk/recipes/breakfast/no-added-sugar-hazelnut-chocolate-spread.php	/Users/justice/websites/totalsweet/totalsweet.co.uk/recipes/breakfast/no-added-sugar-hazelnut-chocolate-spread.php	(from https://totalsweet.co.uk/recipes/)
08:53:41	84775/84775	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Nov%202022%2008:53:40%20GMT	https://totalsweet.co.uk/recipes/breakfast/no-added-sugar-hazelnut-chocolate-spread	/Users/justice/websites/totalsweet/totalsweet.co.uk/recipes/breakfast/no-added-sugar-hazelnut-chocolate-spread.html	(from https://totalsweet.co.uk/recipes/)
08:53:41	15982/15982	---M--	200	added ('OK')	image/jpeg	etag:%223e6e-5e192956968a2%22	https://totalsweet.co.uk/admin/resources/recipes/adobestock72242077-w240h240.jpeg	/Users/justice/websites/totalsweet/totalsweet.co.uk/admin/resources/recipes/adobestock72242077-w240h240.jpg	(from https://totalsweet.co.uk/recipes/)
08:53:42	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Nov%202022%2008:53:42%20GMT	https://totalsweet.co.uk/recipes/breakfast/fresh-croissants.php	/Users/justice/websites/totalsweet/totalsweet.co.uk/recipes/breakfast/fresh-croissants.php	(from https://totalsweet.co.uk/recipes/)
08:53:44	85738/85738	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Nov%202022%2008:53:43%20GMT	https://totalsweet.co.uk/recipes/breakfast/fresh-croissants	/Users/justice/websites/totalsweet/totalsweet.co.uk/recipes/breakfast/fresh-croissants.html	(from https://totalsweet.co.uk/recipes/)
08:53:44	19265/19265	---M--	200	added ('OK')	image/jpeg	etag:%224b41-5e19297ed51a1%22	https://totalsweet.co.uk/admin/resources/recipes/2022totalsweetcroissants00225-square-w240h240.jpg	/Users/justice/websites/totalsweet/totalsweet.co.uk/admin/resources/recipes/2022totalsweetcroissants00225-square-w240h240.jpg	(from https://totalsweet.co.uk/recipes/)
